DYNA>    18000     18.00000 -10968.22797   3769.89725 -14738.12522    290.60947
DYNA>    18080     18.08000 -10971.07834   3744.50014 -14715.57847    288.65168
DYNA>    18160     18.16000 -10970.91704   3780.73435 -14751.65138    291.44486
DYNA>    18240     18.24000 -10970.64086   3819.50085 -14790.14171    294.43325
DYNA>    18320     18.32000 -10972.73928   3870.54140 -14843.28068    298.36781
DYNA>    18400     18.40000 -10969.20169   3804.68787 -14773.88956    293.29136
DYNA>    18480     18.48000 -10970.17978   3805.82107 -14776.00085    293.37872
DYNA>    18560     18.56000 -10971.31735   3838.12493 -14809.44229    295.86892
DYNA>    18640     18.64000 -10967.04919   3786.27786 -14753.32705    291.87220
DYNA>    18720     18.72000 -10971.15343   3858.31726 -14829.47069    297.42549
DYNA>    18800     18.80000 -10969.77829   3784.52375 -14754.30204    291.73698
DYNA>    18880     18.88000 -10970.73042   3818.26418 -14788.99460    294.33792
DYNA>    18960     18.96000 -10970.56863   3847.07478 -14817.64341    296.55884
DYNA>    19040     19.04000 -10969.86375   3848.15784 -14818.02160    296.64233
DYNA>    19120     19.12000 -10970.15580   3864.95499 -14835.11079    297.93717
DYNA>    19200     19.20000 -10968.97848   3746.74593 -14715.72442    288.82480
DYNA>    19280     19.28000 -10969.47608   3749.78866 -14719.26473    289.05936
DYNA>    19360     19.36000 -10971.78891   3868.68166 -14840.47057    298.22444
DYNA>    19440     19.44000 -10970.61979   3848.97331 -14819.59310    296.70519
DYNA>    19520     19.52000 -10970.56391   3797.37359 -14767.93750    292.72753
DYNA>    19600     19.60000 -10972.24719   3822.12807 -14794.37526    294.63577
DYNA>    19680     19.68000 -10971.20251   3849.63894 -14820.84145    296.75650
DYNA>    19760     19.76000 -10973.01184   3867.89380 -14840.90564    298.16371
DYNA>    19840     19.84000 -10969.95722   3868.81953 -14838.77675    298.23507
DYNA>    19920     19.92000 -10969.28939   3787.17239 -14756.46178    291.94115
DYNA>    20000     20.00000 -10970.39510   3786.86862 -14757.26371    291.91773
